key,gmods,col,stat,mpkey,code,section,crn,title,yc_attrs,ci_attrs,description,hours,regnotes,rp_attr,instructordetail_html,meeting_html,final_exam,resources,last_updated,srcdb
3601,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,M,6,9,D,X,U",YC,A,2030,SPAN 223,01,11996,Spanish in Film: An Introduction to the New Latin American Cinema,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,<p>Development of proficiency in Spanish through analysis of critically acclaimed Latin American films. Includes basic vocabulary of film criticism in Spanish as well as discussion and language exercises. Enrollment limited to 18.</p>,1,,,"<div class=""instructor-detail"">Margherita Tortora</div>","<div class=""meet"">MW 1pm-2:15pm<span class=""meet-room-201803""> in WTS A48</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3602,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,H,M,6,9,X,U",YC,A,2035,SPAN 227,01,11998,Creative Writing,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>An introduction to the craft and practice of creative writing (fiction, poetry, and essays). Focus on the development of writing skills and awareness of a variety of genres and techniques through reading of exemplary works and critical assessment of student work. Emphasis on the ability to write about abstract ideas, sentiments, dreams, and the imaginary world.</p>
<p class=""prerequisites"">Enrollment limited to 18. A maximum of one course in the 200-230 range may count as an elective toward the Spanish major.</p>",1,,,"<div class=""instructor-detail"">María Jordán</div>","<div class=""meet"">TTh 1pm-2:15pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3603,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2026,SPAN 243,01,12000,Advanced Spanish Grammar,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>A comprehensive, in-depth study of grammar intended to improve students' spoken and written command of Spanish. Linguistic analysis of literary selections; some English-to-Spanish translation.</p>
<p class=""prerequisites"">Enrollment limited to 18.Â </p>",1,,,"<div class=""instructor-detail"">Maria Pilar Asensio-Manrique</div>","<div class=""meet"">MWF 9:25am-10:15am<span class=""meet-room-201803""> in WTS A46</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3604,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2027,SPAN 243,02,12002,Advanced Spanish Grammar,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>A comprehensive, in-depth study of grammar intended to improve students' spoken and written command of Spanish. Linguistic analysis of literary selections; some English-to-Spanish translation.</p>
<p class=""prerequisites"">Enrollment limited to 18.Â </p>",1,,,"<div class=""instructor-detail"">Terry Seymour</div>","<div class=""meet"">MWF 10:30am-11:20am<span class=""meet-room-201803""> in WLH 210</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3605,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2028,SPAN 243,03,12004,Advanced Spanish Grammar,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>A comprehensive, in-depth study of grammar intended to improve students' spoken and written command of Spanish. Linguistic analysis of literary selections; some English-to-Spanish translation.</p>
<p class=""prerequisites"">Enrollment limited to 18.Â </p>",1,,,"<div class=""instructor-detail"">Terry Seymour</div>","<div class=""meet"">MWF 11:35am-12:25pm<span class=""meet-room-201803""> in WLH 210</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3606,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2021,SPAN 266,01,12006,Studies in Latin American Literature I,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>Origins of Latin American literary tradition from preconquest Aztec poetry to Baroque poetry of the seventeenth century. Study of works that helped define the future Latin America, from the Caribbean, to Mexico, and to the Andes of South America. Readings from the works of fifteenth century Texcocan poet, prince Nezahualcoyotl, through to seventeenth century Mexican Baroque poet, Sor Juana InÃ©s de la Cruz.</p>",1,,,"<div class=""instructor-detail"">Rolena Adorno</div>","<div class=""meet"">TTh 11:35am-12:50pm<span class=""meet-room-201803""> in WTS B60</span></div>",HTBA,"<a href=""#"" role=""button"" class=""btn"" id=""course_eval_button""data-crn=""12006"" data-srcdb=""201803"" data-action=""login,course-evals"" >COURSE EVALUATIONS</a><a title=""Opens in a new window."" role=""button"" class=""btn"" href=""https://yale.instructure.com/courses/41617/assignments/syllabus"" target=""_blank"">SYLLABUS</a><form name=""orderBooks"" class=""book-form"" method=""post"" action=""https://secure.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-999-_-1-_-A"" target=""_blank""><input type=""hidden"" name=""catalogId"" value=""10001"" /><input type=""hidden"" name=""storeId"" value=""16556"" /><input type=""hidden"" name=""termMapping"" value=""N"" /><input type=""hidden"" name=""courseXml"" value='<?xml version=""1.0"" encoding=""UTF-8""?><textbookorder><courses><course dept=""SPAN"" num=""266"" sect=""1"" term=""F18"" /></courses></textbookorder>'/><input type=""submit"" value=""BUY BOOKS"" role=""button"" class=""btn"" ></form>",Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3607,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2030,SPAN 355,01,12008,Truth to Power: Introduction to Roberto Bolaño,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>Readings of the poetry, short stories, novellas, novels, and essays of the Chilean-Mexican author (1953-2003), regarded as a founding figure of early 21st-century Spanish American narrative. Topics explored include: issues of truth and reality; ethics; materiality; self-fictionalization; post-nationalism; gender; Bolaño’s politics; humor; fractals; and narrative.</p>
<p class=""prereqs"">Prerequisite: L5 competency in Spanish.</p>",1,,,"<div class=""instructor-detail"">Aníbal González Perez</div>","<div class=""meet"">MW 1pm-2:15pm<span class=""meet-room-201803""> in WTS B35</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3608,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2076,SPAN 387,01,13262,The Borges Effect,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>Study of the decisive influence of Jorge Luis Borges on literature and literary theory; his recognizable and often acknowledged presence in the work of novelists and short-story writers, as well as in that of philosophers and literary theorists. A Borges &quot;effect&quot; is studied in the works of John Barth, Julio Cortázar, Gabriel García Márquez, Italo Calvino, and Umberto Eco, and in Maurice Blanchot, Michel Foucault, Gérard Genette, and Jacques Derrida, among others. Class discussions in English and readings in English or the French, Spanish or Italian originals.</p>",1,,,"<div class=""instructor-detail"">Roberto González Echevarría</div>","<div class=""meet"">W 3:30pm-5:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3609,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2095,SPAN 388,01,12009,Law and Literature in Modern Latin America,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>A study of major modern narrative works in Latin America from the independence and post-independence period in the nineteenth century to the age of drug trafficking and the AIDS epidemic today. The course begins with the Cuban Cirilo Villaverde's antislavery novel <em>Cecilia Valdés </em>(1880), moves on to the regionalist classic <em>Doña Bárbara</em> (1929) by the Venezuelan Rómulo Gallegos, and the dictator novel <em>El señor presidente</em> (1946) by the Guatamalan Miguel Ángel Asturias; peaks with Gabriel García Márquez´s total novel <em>Cien años de soledad</em> (1967), and finishes with the Colombian´s Fernando Vallejo´s <em>La virgen de los sicarios </em>(1994) and the Mexican Mario Bellatin´s <em>Salón de Belleza</em> (2009)<em>.</em> The course follows the thematics of the law, particularly Roman Law, and the way in which the characters are controlled or driven by civil and criminal law issues that constitute the plots of the novels. </p>
<p class=""prerequisites"">Prerequisite: <a href=""/search/?p=SPAN%20140"" data-action=""result-detail"" data-group=""code:SPAN 140"" >SPAN 140</a>, <a href=""/search/?p=SPAN%20142"" data-action=""result-detail"" data-group=""code:SPAN 142""  class=""notoffered"">142</a>, <a href=""/search/?p=SPAN%20145"" data-action=""result-detail"" data-group=""code:SPAN 145""  class=""notoffered"">145</a> or equivalent.</p>",1,,,"<div class=""instructor-detail"">Roberto González Echevarría</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3610,"E,1,A,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U,Y",YC,A,1,SPAN 478,01,12011,Directed Readings and/or Individual Research,,,<p>Individual study under faculty supervision. The student must submit a bibliography and a written plan of study approved by the faculty adviser to the director of undergraduate studies. No reading or research course credit is granted without prior approval from the director of undergraduate studies. The student must meet with the instructor at least one hour a week. A final examination or essay is required.</p>,1,,,"<div class=""instructor-detail"">NoÃ«l Valis</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3611,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,1,SPAN 491,01,12012,The Senior Essay,,,"<p>A research project completed under faculty supervision and resulting in a paper of considerable length, in Spanish.</p>",1,,,"<div class=""instructor-detail"">NoÃ«l Valis</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3620,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2025,SWAH 110,01,10412,Beginning Kiswahili I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>A beginning course with intensive training and practice in speaking, listening, reading, and writing. Initial emphasis is on the spoken language and conversation.</p>
<p class=""prerequisites"">Credit only on completion of <a href=""/search/?p=SWAH%20120"" data-action=""result-detail"" data-group=""code:SWAH 120""  class=""notoffered"">SWAH 120</a>.</p>",1.5,,,"<div class=""instructor-detail"">Kiarie Wa'Njogu</div>","<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3621,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,X,U",YC,A,2023,SWAH 130,01,10413,Intermediate Kiswahili I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Further development of students' speaking, listening, reading, and writing skills. Prepares students for further work in literary, language, and cultural studies as well as for a functional use of Kiswahili. Study of structure and vocabulary is based on a variety of texts from traditional and popular culture. Emphasis on command of idiomatic usage and stylistic nuance.</p>
<p class=""prerequisites"">After <a href=""/search/?p=SWAH%20120"" data-action=""result-detail"" data-group=""code:SWAH 120""  class=""notoffered"">SWAH 120</a>.</p>",1.5,,,"<div class=""instructor-detail"">Veronica Waweru</div>","<div class=""meet"">MTWThF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3622,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,X,U",YC,A,2052,SWAH 150,01,10414,Advanced Kiswahili I,This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p>Development of fluency through readings and discussions on contemporary issues in Kiswahili. Introduction to literary criticism in Kiswahili. Materials include Kiswahili oral literature, prose, poetry, and plays, as well as texts drawn from popular and political culture.</p>
<p class=""prerequisites"">After <a href=""/search/?p=SWAH%20140"" data-action=""result-detail"" data-group=""code:SWAH 140""  class=""notoffered"">SWAH 140</a>.</p>",1,,,"<div class=""instructor-detail"">Kiarie Wa'Njogu</div>","<div class=""meet"">MW 11:35am-12:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
3623,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,X,U",YC,A,2021,SWAH 170,01,10415,Topics in Kiswahili Literature,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Language (5)</li></ul>,,"<p>Advanced readings and discussion with emphasis on literary and historical texts. Reading assignments include materials on Kiswahili poetry, Kiswahili dialects, and the history of the language.</p>
<p class=""prerequisites"">After <a href=""/search/?p=SWAH%20160"" data-action=""result-detail"" data-group=""code:SWAH 160""  class=""notoffered"">SWAH 160</a>.</p>",1,,,"<div class=""instructor-detail"">Kiarie Wa'Njogu</div>","<div class=""meet"">TTh 11:35am-12:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
